,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,SCALED_SCORE
342,0,1,1,1,270000.0,0,4,1,1,-13768,-2565,1,0,0,0,10,3.0,5.0
343,1,1,1,0,337500.0,0,4,1,1,-14733,-1379,1,0,0,0,14,2.0,5.866666666666666
344,1,1,1,0,202500.0,4,4,1,1,-11505,-1043,1,0,0,1,8,2.0,5.0
345,0,0,0,0,256500.0,0,1,1,1,-11212,-2565,1,0,0,1,5,2.0,5.0
346,0,0,1,1,135000.0,0,4,1,1,-13617,-2748,1,0,0,0,18,3.0,5.642857142857143
347,1,1,1,0,126000.0,4,1,1,1,-18214,-3508,1,0,0,1,14,2.0,5.0
348,0,0,1,0,67500.0,4,4,2,2,-13225,-829,1,1,0,0,14,1.0,5.0
349,1,1,1,0,225000.0,0,4,3,1,-18045,-1805,1,0,0,0,4,1.0,5.294117647058823
351,0,0,1,0,121500.0,0,1,3,4,-11118,-3873,1,1,0,0,14,1.0,5.0
352,0,0,1,0,90000.0,4,4,1,1,-20074,-221,1,0,0,0,11,2.0,5.533333333333333
353,0,1,1,0,157500.0,4,4,1,1,-10737,-2078,1,0,0,1,14,2.0,5.0
354,0,1,1,0,135000.0,4,4,1,1,-12021,-130,1,0,1,1,14,2.0,5.8125
355,1,1,1,2,99000.0,2,4,1,5,-16558,-3235,1,0,0,0,4,4.0,5.0
356,0,0,1,0,292500.0,4,4,0,1,-16588,-1013,1,0,0,1,14,2.0,5.818181818181818
357,0,0,1,1,135000.0,4,0,0,1,-17489,-7557,1,0,1,0,17,3.0,5.071428571428571
361,0,0,1,0,135000.0,0,4,1,1,-18414,-5203,1,0,0,0,14,2.0,5.0
362,0,0,1,0,202500.0,0,4,1,2,-18817,-1094,1,0,0,0,8,2.0,5.0
363,1,0,1,0,135000.0,4,4,3,1,-12626,-5295,1,0,0,0,8,1.0,5.0
364,1,1,1,1,112500.0,4,4,1,1,-17067,-243,1,0,0,0,4,3.0,4.954545454545454
368,0,0,1,1,166500.0,4,4,1,1,-20208,-8033,1,0,1,0,17,3.0,5.888888888888889
369,0,1,1,0,292500.0,4,1,1,1,-19156,-4504,1,0,0,0,17,2.0,5.795454545454546
370,1,0,1,1,112500.0,0,4,1,1,-17935,-363,1,0,1,0,8,3.0,5.863636363636363
374,0,1,1,0,90000.0,4,4,1,1,-18950,-1002,1,1,1,0,2,2.0,4.327272727272727
376,0,0,0,0,180000.0,0,4,3,1,-10141,-2531,1,0,0,0,2,1.0,5.0
377,1,1,1,0,112500.0,0,4,1,1,-15172,-2374,1,0,1,0,14,2.0,5.0
378,0,0,0,0,225000.0,2,1,3,5,-10517,-1801,1,0,0,0,3,1.0,5.071428571428571
380,1,1,1,1,225000.0,4,4,1,1,-13621,-1127,1,0,0,0,4,3.0,5.0
381,1,1,1,1,225000.0,2,1,1,1,-12763,-2255,1,0,1,0,3,3.0,5.0
382,1,1,0,0,310500.0,4,1,3,1,-9930,-674,1,0,0,0,8,1.0,5.428571428571429
383,0,0,1,2,112500.0,4,1,0,1,-10881,-122,1,0,0,0,14,4.0,5.384615384615385
384,0,0,1,1,225000.0,4,1,0,1,-10604,-2374,1,0,0,0,14,3.0,4.96969696969697
385,0,0,1,1,67500.0,0,1,1,1,-12450,-1466,1,0,0,0,8,3.0,5.821428571428571
387,0,0,1,0,157500.0,4,4,1,1,-18456,-6791,1,0,0,0,10,2.0,5.828571428571428
388,0,0,0,0,135000.0,4,4,3,1,-19121,-735,1,0,0,0,14,1.0,5.0
389,0,0,0,0,135000.0,4,2,3,4,-11448,-1982,1,0,0,0,0,1.0,5.727272727272728
390,1,1,1,0,110250.0,4,1,3,1,-14129,-5758,1,0,0,0,17,1.0,5.7727272727272725
391,0,0,1,1,157500.0,4,4,1,1,-15594,-705,1,0,0,0,2,3.0,5.842105263157895
393,0,1,1,1,180000.0,0,1,1,1,-11901,-183,1,0,0,1,3,3.0,5.0
395,0,0,1,0,90000.0,2,1,1,1,-17767,-3804,1,0,0,0,2,2.0,5.413793103448276
397,1,0,1,0,112500.0,4,4,0,1,-14940,-1644,1,0,0,0,8,2.0,5.0
398,0,1,1,0,315000.0,4,4,0,1,-14172,-2131,1,0,0,0,14,2.0,4.875
399,0,0,0,0,67500.0,4,4,1,2,-11448,-1066,1,1,1,0,17,2.0,5.777777777777778
400,1,1,0,0,225000.0,4,4,1,1,-19972,-6610,1,0,0,0,8,2.0,5.0
401,0,0,1,2,67500.0,2,2,1,5,-13259,-213,1,0,0,0,3,4.0,5.0
402,1,0,1,0,270000.0,0,4,1,1,-18454,-7518,1,0,0,0,4,2.0,5.55
403,0,0,1,0,247500.0,4,1,1,1,-22100,-578,1,0,0,1,10,2.0,5.727272727272728
404,0,0,1,1,121500.0,4,1,1,1,-11007,-762,1,0,0,0,17,3.0,5.758620689655173
406,0,0,1,0,270000.0,4,4,1,1,-20066,-3988,1,1,1,0,12,2.0,5.729166666666667
408,0,0,1,0,126000.0,0,1,3,1,-18907,-2470,1,0,0,0,14,1.0,5.9
409,1,0,1,1,270000.0,2,4,1,1,-17110,-370,1,0,0,0,8,3.0,5.758620689655173
410,1,0,1,1,135000.0,4,4,1,1,-9547,-1340,1,0,0,0,4,3.0,5.0
411,0,0,1,0,121500.0,4,4,1,5,-13315,-5204,1,1,1,0,3,2.0,4.826086956521739
412,0,0,1,0,196650.0,0,4,1,1,-21415,-2744,1,0,0,0,1,2.0,5.0
414,0,0,1,0,81000.0,4,4,1,1,-19040,-1070,1,1,1,0,14,2.0,5.888888888888889
415,0,1,0,1,225000.0,4,1,0,1,-11501,-735,1,0,0,0,3,3.0,5.0
416,0,1,1,1,166500.0,4,1,1,1,-11782,-705,1,0,0,0,3,3.0,5.0
417,0,0,1,0,90000.0,0,4,1,1,-8378,-370,1,0,0,0,3,2.0,5.375
419,1,0,1,1,135000.0,4,4,1,1,-10450,-1218,1,0,1,1,8,3.0,5.1875
420,0,0,1,0,135000.0,4,4,1,1,-11905,-2470,1,0,1,1,2,2.0,4.975
421,1,1,1,0,135000.0,0,4,0,5,-10665,-1493,1,0,0,0,8,2.0,5.2
422,1,0,1,0,135000.0,4,4,3,1,-10682,-609,1,0,1,0,14,1.0,5.0
423,0,0,1,1,157500.0,4,4,1,2,-15760,-1858,1,0,0,0,14,3.0,5.0
424,0,0,1,1,157500.0,4,4,1,1,-15096,-2862,1,0,0,0,17,3.0,5.0
427,0,0,0,0,202500.0,4,1,1,1,-19271,-4839,1,0,0,1,3,2.0,5.941176470588236
429,1,1,1,0,135000.0,4,4,1,5,-12807,-2404,1,0,0,0,8,2.0,5.0
431,0,1,0,1,306000.0,4,1,1,1,-9310,-1678,1,0,0,0,17,3.0,5.0
432,0,0,1,0,202500.0,0,4,1,1,-20870,-1583,1,0,0,0,11,2.0,5.833333333333333
433,0,0,1,1,202500.0,0,4,1,1,-14335,-856,1,0,0,0,14,3.0,5.0
434,1,1,1,1,202500.0,0,4,2,1,-11843,-429,1,0,0,0,4,2.0,5.964285714285714
435,1,0,1,0,135000.0,4,4,1,1,-18188,-578,1,0,0,0,4,2.0,5.0
436,1,1,1,0,360000.0,4,2,1,1,-9906,-122,1,1,1,0,14,2.0,5.0
437,0,0,0,0,76500.0,4,4,1,1,-15097,-5027,1,0,0,0,17,2.0,4.888888888888889
438,0,0,1,2,126000.0,4,1,1,1,-12428,-4900,1,0,1,1,6,4.0,5.0
439,1,0,0,0,270000.0,2,2,1,1,-9787,-1674,1,0,0,0,17,2.0,5.85
440,0,0,0,1,40500.0,2,4,1,4,-13052,-1952,1,0,0,0,2,3.0,5.0
441,0,1,1,0,247500.0,4,2,2,1,-19672,-1375,1,1,0,0,0,1.0,5.0
443,1,1,1,1,306000.0,0,4,1,1,-19201,-1309,1,0,1,0,10,3.0,5.0
445,0,0,1,0,225000.0,2,1,1,1,-19309,-2435,1,0,1,0,17,2.0,5.0
446,1,1,1,1,189000.0,0,4,1,2,-16893,-1521,1,0,0,0,14,3.0,5.575
447,0,1,1,0,270000.0,4,2,1,1,-11038,-2408,1,0,0,0,17,2.0,5.809523809523809
448,0,0,1,0,99000.0,4,4,0,1,-15250,-517,1,0,0,0,2,2.0,5.0
451,1,0,1,0,157500.0,4,1,1,1,-11701,-3262,1,0,0,0,17,2.0,5.78
452,0,0,1,0,112500.0,0,4,1,1,-21456,-425,1,0,0,0,11,2.0,4.956521739130435
455,0,0,1,0,292500.0,4,1,0,1,-12554,-5326,1,0,0,1,10,2.0,5.0
456,1,1,1,1,270000.0,4,4,1,1,-13207,-1401,1,0,0,0,9,3.0,5.3125
457,1,0,1,1,225000.0,4,4,1,1,-13788,-640,1,1,0,0,8,3.0,5.083333333333333
458,1,1,1,1,225000.0,4,2,1,1,-13205,-248,1,0,0,0,10,3.0,5.84
459,1,1,1,2,337500.0,4,2,1,1,-12418,-1678,1,0,1,0,8,4.0,5.0
460,0,0,1,1,180000.0,0,4,2,1,-18520,-2101,1,0,1,1,3,2.0,5.0
461,0,1,1,1,112500.0,4,4,1,1,-15174,-3292,1,1,0,0,14,3.0,5.0
462,0,0,1,1,243000.0,4,1,1,1,-14295,-5966,1,0,0,1,3,3.0,5.0
463,0,1,1,0,180000.0,0,4,1,1,-17039,-2986,1,0,1,0,14,2.0,5.0
465,0,1,1,1,180000.0,0,4,1,1,-16971,-1375,1,0,0,1,1,3.0,5.681818181818182
466,0,0,1,0,135000.0,0,1,4,1,-13471,-1797,1,0,0,0,14,1.0,5.5
468,0,0,1,1,112500.0,4,4,1,1,-10406,-2774,1,0,0,1,3,3.0,5.866666666666666
469,0,0,1,0,171000.0,4,2,1,1,-11052,-609,1,0,0,0,6,2.0,5.0
470,0,0,0,0,112500.0,0,4,1,5,-16978,-821,1,0,0,0,17,2.0,5.0
471,0,0,1,1,67500.0,4,1,1,1,-12774,-517,1,0,0,0,6,3.0,5.666666666666667
472,0,0,1,0,292500.0,0,1,0,1,-14522,-1552,1,0,0,0,8,2.0,5.85
473,0,1,1,2,157500.0,4,4,1,1,-15021,-6879,1,0,0,0,6,4.0,5.0
474,0,0,1,0,225000.0,0,4,1,1,-12325,-187,1,0,0,0,3,2.0,5.727272727272728
475,1,0,1,0,157500.0,4,4,3,1,-11009,-366,1,0,0,0,8,1.0,5.0
476,0,0,1,0,112500.0,4,4,1,1,-18545,-425,1,0,0,0,8,2.0,5.0
477,0,1,1,1,67500.0,4,4,1,1,-11454,-1678,1,0,1,1,2,3.0,5.833333333333333
478,0,0,1,0,162000.0,4,1,1,1,-17383,-4692,1,0,0,0,11,2.0,5.0
479,1,0,1,0,270000.0,0,1,1,1,-15532,-1587,1,0,0,0,6,2.0,6.0
480,0,0,1,0,166500.0,4,2,1,1,-13156,-1917,1,0,0,0,8,2.0,5.764705882352941
482,0,0,1,1,90000.0,4,4,0,1,-8993,-152,1,1,0,0,11,3.0,5.526315789473684
483,0,0,1,1,135000.0,4,4,0,5,-10190,-279,1,0,0,0,17,3.0,5.5
484,0,0,1,1,157500.0,4,4,0,1,-11961,-2131,1,0,0,0,14,3.0,5.0
485,0,0,1,0,180000.0,0,1,1,1,-10981,-1766,1,0,0,1,8,2.0,4.714285714285714
486,0,1,1,1,315000.0,2,1,4,1,-18233,-425,1,0,1,1,17,2.0,5.90625
487,1,1,0,0,171000.0,4,4,3,4,-9545,-156,1,0,0,0,8,1.0,5.0
488,1,0,1,2,135000.0,4,4,1,1,-13534,-2557,1,0,0,0,8,4.0,5.0
489,1,1,0,2,112500.0,4,4,1,1,-13095,-217,1,0,1,0,8,4.0,5.413793103448276
490,0,1,1,0,135000.0,0,1,1,1,-16949,-1371,1,0,0,0,10,2.0,5.0
492,1,1,1,0,225000.0,4,4,1,1,-10328,-1156,1,0,0,0,8,2.0,5.818181818181818
495,0,0,1,0,135000.0,4,1,1,1,-12952,-1587,1,0,1,0,3,2.0,5.0
496,0,1,1,2,135000.0,4,1,2,1,-20425,-5453,1,1,1,0,14,3.0,5.285714285714286
499,0,0,1,0,67500.0,4,4,3,5,-9130,-2105,1,0,0,0,6,1.0,5.675675675675675
500,0,1,1,0,76500.0,4,1,1,1,-17743,-4205,1,0,0,0,17,2.0,5.0
501,0,0,0,1,103500.0,4,4,1,1,-11720,-1191,1,0,0,0,14,3.0,5.0
502,0,0,0,1,180000.0,4,4,3,4,-13100,-2013,1,0,0,1,17,2.0,5.0
504,1,1,1,1,225000.0,4,4,1,1,-11177,-4205,1,0,0,0,8,3.0,5.444444444444445
505,1,0,1,0,90000.0,0,4,1,1,-18863,-1644,1,0,0,1,17,2.0,5.3
506,0,0,1,0,257625.0,0,4,0,1,-13898,-609,1,0,0,0,8,2.0,5.0
507,1,0,1,0,157500.0,4,4,3,1,-20102,-1039,1,0,0,0,8,1.0,5.625
508,1,1,1,1,315000.0,0,4,1,1,-14868,-3013,1,1,0,1,16,3.0,5.0
510,1,0,1,0,180000.0,4,4,1,1,-10049,-1405,1,0,0,1,14,2.0,5.52
511,0,1,0,1,225000.0,0,4,2,1,-11714,-1740,1,0,0,1,3,2.0,5.0
512,1,1,1,0,135000.0,4,4,1,3,-14917,-8157,1,1,1,0,4,2.0,5.806451612903226
513,1,0,1,0,202500.0,4,1,3,1,-12811,-4327,1,0,0,0,17,1.0,5.266666666666667
514,0,0,1,0,58500.0,4,4,1,1,-14731,-4931,1,0,0,1,8,2.0,5.65
516,0,0,1,0,216000.0,4,1,1,5,-11445,-3657,1,0,1,0,3,2.0,4.833333333333333
517,0,0,1,0,90000.0,4,4,1,1,-19452,-1218,1,1,0,0,14,2.0,5.0
518,0,0,1,0,90000.0,4,4,1,1,-19205,-1552,1,1,1,0,17,2.0,5.521739130434782
520,0,0,0,0,94500.0,4,4,3,4,-17836,-2561,1,0,0,0,16,1.0,5.727272727272728
521,0,0,1,1,112500.0,4,4,3,1,-18090,-5570,1,1,1,1,6,2.0,5.444444444444445
522,1,1,1,1,135000.0,4,1,1,1,-9621,-126,1,0,0,0,3,3.0,5.0
523,1,0,1,0,315000.0,4,4,1,1,-19686,-1131,1,0,0,0,8,2.0,5.0
525,1,1,0,2,207000.0,0,4,1,1,-13297,-762,1,0,0,0,14,4.0,5.4
527,0,0,1,0,207000.0,0,4,3,1,-19569,-2013,1,0,0,0,14,1.0,5.891891891891892
528,0,0,1,0,180000.0,4,4,1,1,-13177,-1678,1,0,0,0,14,2.0,5.0
529,0,1,1,2,180000.0,0,1,1,1,-11719,-2866,1,0,1,1,17,4.0,5.789473684210527
531,0,0,0,1,112500.0,4,4,1,1,-12044,-2805,1,0,0,0,14,3.0,5.0
532,1,0,0,0,45000.0,4,3,1,1,-13207,-766,1,0,1,0,9,2.0,5.907407407407407
533,0,0,0,0,135000.0,4,4,3,2,-19911,-126,1,0,0,0,2,1.0,6.0
534,0,0,0,1,135000.0,0,4,2,1,-15170,-7979,1,0,0,0,6,2.0,6.0
535,0,1,1,1,94500.0,4,4,1,1,-19780,-6849,1,0,0,0,10,3.0,5.555555555555555
537,1,1,0,0,112500.0,0,4,1,1,-19270,-2531,1,1,0,0,4,2.0,5.666666666666667
538,1,0,1,1,202500.0,0,4,1,1,-14143,-275,1,0,1,0,4,3.0,5.0
539,0,0,1,0,315000.0,4,1,2,5,-12188,-3839,1,0,1,1,17,1.0,5.153846153846154
540,1,0,1,0,180000.0,0,4,1,1,-19161,-3347,1,1,1,0,16,2.0,5.04
542,0,0,1,1,54000.0,4,4,1,1,-15581,-187,1,0,0,0,17,3.0,5.0
543,0,1,1,1,180000.0,0,4,2,1,-14329,-6180,1,0,0,0,8,2.0,5.769230769230769
544,0,0,1,0,202500.0,4,4,1,1,-15231,-8375,1,0,0,1,6,2.0,5.136363636363637
545,0,0,1,1,157500.0,4,4,1,1,-15879,-1740,1,0,0,0,17,3.0,5.166666666666667
547,0,0,0,0,166500.0,4,4,3,3,-21127,-14127,1,0,0,0,3,1.0,5.727272727272728
548,0,1,1,0,202500.0,4,4,1,1,-17556,-1921,1,0,1,0,14,2.0,5.619047619047619
549,0,0,0,1,157500.0,4,4,0,1,-15100,-3500,1,0,0,0,2,3.0,5.588235294117647
550,0,0,1,0,90000.0,4,4,2,1,-19042,-3319,1,0,0,0,17,1.0,5.586206896551724
551,0,1,1,2,189000.0,4,4,1,1,-10815,-2713,1,1,1,0,14,4.0,5.666666666666667
552,1,1,0,1,270000.0,0,1,1,1,-11373,-1371,1,0,0,0,10,3.0,5.625
553,1,1,1,0,256500.0,0,1,1,1,-21503,-1674,1,0,0,1,3,2.0,5.217391304347826
554,1,0,1,0,135000.0,4,4,3,1,-9655,-156,1,0,0,0,17,1.0,5.285714285714286
555,0,1,1,1,202500.0,2,1,1,1,-16200,-3627,1,0,0,0,3,3.0,5.9
557,0,0,1,1,234000.0,4,4,3,1,-20693,-8036,1,0,0,0,3,2.0,5.0
559,1,1,0,0,270000.0,4,2,1,1,-11172,-3504,1,0,0,0,8,2.0,5.666666666666667
560,0,1,1,0,117000.0,4,4,1,2,-17536,-4113,1,0,1,0,14,2.0,5.966666666666667
561,1,1,1,0,202500.0,4,4,1,1,-8738,-126,1,1,0,0,14,2.0,5.578947368421052
563,0,1,1,1,157500.0,4,1,1,5,-10845,-521,1,0,0,1,6,3.0,5.0
564,0,0,1,0,180000.0,4,4,1,1,-19187,-1218,1,1,1,0,2,2.0,5.326530612244898
565,0,0,1,0,90000.0,4,4,0,1,-16569,-517,1,0,0,0,8,2.0,5.788461538461538
567,0,1,1,1,157500.0,4,4,1,1,-11470,-943,1,0,1,1,14,3.0,5.0
568,0,1,1,0,270000.0,0,4,1,1,-17927,-8553,1,0,0,0,8,2.0,5.0
569,1,1,1,0,225000.0,0,4,1,1,-10614,-1797,1,0,1,0,14,2.0,5.0
570,0,0,1,0,180000.0,0,4,1,1,-15914,-4354,1,0,1,0,14,2.0,5.6875
571,0,0,0,0,315000.0,4,4,2,1,-17570,-1978,1,0,0,1,3,1.0,5.0
572,1,1,1,1,144000.0,4,4,1,1,-8696,-1070,1,0,0,1,4,3.0,5.0
573,0,1,1,1,135000.0,4,4,1,1,-14173,-217,1,0,0,0,16,3.0,5.0
575,0,0,1,0,135000.0,4,2,1,1,-13038,-1617,1,0,0,1,17,2.0,4.8
577,0,0,1,0,157500.0,4,4,1,1,-16951,-3017,1,1,1,0,17,2.0,5.0
581,1,1,1,0,135000.0,4,4,1,1,-15688,-731,1,0,0,0,4,2.0,5.0
583,1,0,1,0,225000.0,4,4,1,5,-18630,-1462,1,0,0,0,8,2.0,5.75
584,0,0,1,2,202500.0,4,1,1,1,-10724,-3074,1,0,0,0,6,4.0,5.857142857142857
585,0,0,1,0,247500.0,0,1,3,1,-11984,-2043,1,0,0,1,3,1.0,4.947368421052632
586,0,0,1,0,112500.0,4,1,0,1,-11234,-2531,1,0,1,1,14,2.0,5.775862068965517
587,0,0,1,1,225000.0,4,1,1,1,-13071,-1344,1,0,0,0,14,3.0,5.0
588,1,1,1,0,225000.0,4,4,1,1,-14836,-1740,1,0,0,0,16,2.0,5.0
590,1,0,1,0,202500.0,4,4,3,1,-8533,-582,1,0,0,0,8,1.0,6.0
591,0,0,1,0,202500.0,4,4,3,1,-17803,-10079,1,0,1,0,3,1.0,5.945945945945946
592,0,0,1,1,144000.0,4,1,0,1,-13435,-122,1,1,1,1,15,3.0,5.6
593,1,0,1,0,337500.0,4,1,1,1,-13263,-5269,1,0,0,0,10,2.0,5.0
594,0,0,1,1,112500.0,0,4,1,1,-8603,-1005,1,1,1,0,3,3.0,5.0
595,1,1,1,1,202500.0,4,4,1,1,-10144,-825,1,0,0,0,8,3.0,5.333333333333333
596,1,1,1,0,202500.0,0,4,0,1,-12022,-1674,1,0,0,1,8,2.0,5.666666666666667
597,0,0,1,0,157500.0,4,4,3,2,-20404,-1736,1,0,1,0,17,1.0,5.0
598,0,0,1,1,76500.0,4,4,1,1,-11185,-1405,1,0,0,1,11,3.0,5.333333333333333
599,1,1,1,1,135000.0,0,1,1,1,-11759,-91,1,0,0,0,10,3.0,5.0
600,1,0,1,0,112500.0,4,4,3,1,-17972,-1917,1,1,1,0,14,1.0,5.0
602,0,0,1,0,247500.0,0,4,3,1,-13810,-1252,1,0,1,0,12,1.0,4.9
603,0,0,0,1,157500.0,4,4,3,5,-14858,-1432,1,0,0,0,1,2.0,5.705882352941177
604,0,0,1,1,315000.0,0,1,1,1,-14421,-5574,1,0,0,1,0,3.0,5.75
607,0,0,0,0,157500.0,4,4,2,5,-14309,-548,1,1,1,0,14,1.0,5.0
608,0,0,1,0,112500.0,0,4,3,1,-15903,-762,1,0,0,0,14,1.0,4.928571428571429
609,0,1,1,0,135000.0,4,2,0,1,-10669,-3109,1,0,0,0,8,2.0,4.888888888888889
611,1,1,1,0,315000.0,4,4,3,1,-14064,-5326,1,0,0,0,4,1.0,5.15
612,1,0,1,0,157500.0,4,4,1,1,-23406,-2617,1,0,0,0,16,2.0,6.0
613,1,1,1,2,157500.0,4,4,1,1,-15202,-674,1,0,0,0,4,4.0,5.0
616,0,0,1,0,180000.0,4,4,1,1,-9791,-1344,1,0,0,1,14,2.0,5.0
617,0,0,0,1,202500.0,0,4,2,1,-10800,-3166,1,0,0,0,14,2.0,5.0
619,1,1,1,1,216000.0,4,1,4,1,-13127,-1279,1,0,0,0,10,2.0,5.6571428571428575
620,0,0,0,0,112500.0,4,4,2,1,-12369,-187,1,0,0,0,3,1.0,5.0
621,0,1,1,0,202500.0,4,1,4,1,-11998,-1497,1,0,0,0,10,1.0,5.875
622,0,0,1,1,180000.0,4,1,1,1,-11900,-731,1,0,0,1,14,3.0,5.894736842105263
623,1,0,1,0,135000.0,0,4,3,4,-7723,-366,1,0,0,1,14,1.0,5.0
624,0,0,1,0,261000.0,0,4,3,1,-8477,-947,1,0,1,1,8,1.0,5.857142857142857
625,1,0,1,0,180000.0,0,4,2,1,-12494,-978,1,0,0,0,8,1.0,5.681818181818182
626,0,0,1,0,202500.0,4,1,1,1,-18902,-8649,1,0,0,0,10,2.0,5.714285714285714
627,0,1,1,0,180000.0,4,1,3,1,-16616,-5815,1,0,0,0,3,1.0,5.966666666666667
628,0,0,1,0,67500.0,4,4,3,1,-13621,-852,1,0,0,0,0,1.0,5.0
629,0,1,1,2,225000.0,0,1,1,1,-14100,-3623,1,0,0,0,12,4.0,5.0
630,1,1,1,1,315000.0,4,4,2,1,-16314,-882,1,0,0,0,10,2.0,5.92
631,1,0,1,0,315000.0,4,2,1,1,-13326,-2588,1,1,0,0,8,2.0,4.909090909090909
632,0,0,1,0,126000.0,2,1,1,1,-19292,-1371,1,0,0,1,3,2.0,5.647058823529412
633,0,0,1,1,135000.0,0,4,0,1,-10765,-2196,1,0,0,1,17,3.0,5.857142857142857
634,1,0,0,0,189000.0,2,4,1,1,-15752,-2770,1,0,0,0,3,2.0,5.791666666666667
635,0,0,1,0,225000.0,4,1,3,1,-12195,-2592,1,0,1,0,10,1.0,5.125
637,0,0,1,0,270000.0,4,1,1,1,-9154,-187,1,0,0,1,8,2.0,5.0
638,1,1,1,2,315000.0,4,1,1,1,-12615,-1156,1,0,0,0,8,4.0,5.0
639,1,0,0,1,135000.0,4,3,1,1,-11642,-248,1,1,1,0,9,3.0,5.620689655172414
640,0,1,0,0,202500.0,0,2,2,1,-14096,-1344,1,0,1,1,0,1.0,5.0
641,1,0,1,0,135000.0,4,2,3,5,-8231,-731,1,0,0,0,2,1.0,5.705882352941177
642,1,1,1,0,112500.0,4,4,1,1,-18293,-521,1,1,0,0,17,2.0,5.821428571428571
643,0,0,0,0,99000.0,0,4,2,1,-15025,-213,1,0,0,1,14,1.0,5.709677419354839
646,0,1,1,0,225000.0,4,2,1,1,-18868,-11954,1,0,1,0,10,2.0,5.828571428571428
647,0,0,1,0,180000.0,4,4,3,1,-23007,-11589,1,1,1,0,1,1.0,5.88
648,0,0,0,0,157500.0,4,4,1,1,-13779,-1878,1,0,0,0,14,2.0,5.2745098039215685
650,1,1,0,0,360000.0,4,4,1,1,-11440,-2457,1,0,0,0,12,2.0,5.837837837837838
651,0,0,1,0,144000.0,4,4,1,1,-16898,-5622,1,0,0,0,17,2.0,5.789473684210527
654,1,0,1,0,148500.0,4,4,1,1,-18690,-5014,1,0,0,0,8,2.0,5.76
655,1,0,1,0,112500.0,4,4,1,1,-17810,-1727,1,1,0,0,8,2.0,5.75
656,1,0,1,0,112500.0,4,4,0,5,-8179,-1117,1,0,0,0,17,2.0,5.571428571428571
659,0,0,1,0,67500.0,4,4,1,1,-10760,-2884,1,1,1,0,8,2.0,5.3
662,1,1,1,1,112500.0,4,4,1,1,-11279,-508,1,0,0,0,8,3.0,5.5625
663,0,0,1,0,202500.0,0,4,2,1,-16806,-2670,1,0,0,0,14,1.0,5.384615384615385
664,0,0,1,2,202500.0,0,4,0,0,-13792,-417,1,0,0,0,17,4.0,5.0
666,0,1,1,0,81000.0,4,1,1,1,-12615,-843,1,0,0,0,2,2.0,5.0
668,1,0,1,0,135000.0,2,2,3,1,-8758,-296,1,0,0,0,6,1.0,5.684210526315789
669,0,1,0,1,175500.0,0,4,3,2,-11709,-4983,1,0,0,0,8,2.0,5.2727272727272725
670,0,0,0,0,202500.0,4,4,2,1,-16868,-4161,1,0,0,0,8,1.0,5.0
671,1,1,1,1,180000.0,4,4,1,1,-16819,-4404,1,0,0,0,4,3.0,5.0
674,1,1,1,1,67500.0,4,4,1,1,-15156,-1696,1,1,0,0,3,3.0,5.142857142857143
675,1,0,1,0,382500.0,4,1,1,1,-10136,-539,1,1,1,0,8,2.0,5.647058823529412
677,0,0,1,1,180000.0,4,1,1,1,-12288,-1635,1,0,0,1,3,3.0,6.0
679,1,0,1,1,315000.0,4,1,1,1,-11400,-1513,1,0,0,0,10,3.0,5.52
680,0,0,0,0,126000.0,0,4,1,2,-13658,-6383,1,1,1,0,14,2.0,5.615384615384615
683,0,0,1,1,117000.0,2,4,1,1,-15081,-2061,1,0,1,0,11,3.0,5.454545454545454
684,0,0,1,1,337500.0,4,4,0,1,-17738,-4710,1,1,1,0,8,3.0,5.810344827586207
686,1,1,1,0,135000.0,4,4,1,1,-17235,-2700,1,0,1,0,3,2.0,5.0
687,0,1,1,1,315000.0,0,1,1,1,-11524,-1635,1,0,1,1,14,3.0,5.0
689,1,1,1,2,180000.0,0,4,1,1,-15790,-1939,1,0,0,0,4,4.0,5.0
690,1,1,0,0,135000.0,4,1,1,1,-19354,-5287,1,0,1,0,3,2.0,5.0
691,0,0,0,1,135000.0,0,4,1,1,-14438,-235,1,0,0,0,14,3.0,5.193548387096774
692,1,1,1,0,225000.0,4,4,1,1,-16712,-2243,1,0,0,0,4,2.0,5.266666666666667
695,1,1,1,0,270000.0,4,4,2,1,-17376,-1362,1,0,0,0,8,1.0,5.0
696,0,1,1,0,225000.0,0,1,3,1,-11202,-1270,1,1,0,0,3,1.0,5.545454545454546
697,1,1,1,2,225000.0,4,4,1,4,-12997,-5469,1,0,0,0,17,4.0,5.896551724137931
699,1,0,1,0,112500.0,4,4,2,1,-20433,-2396,1,0,0,0,4,1.0,5.2
700,1,1,1,0,180000.0,0,4,1,1,-21202,-1696,1,0,0,0,4,2.0,5.842105263157895
701,1,0,1,0,135000.0,2,4,1,1,-8929,-1026,1,0,0,0,3,2.0,5.785714285714286
702,0,0,1,1,157500.0,0,4,1,1,-15350,-1331,1,0,1,0,0,3.0,5.0
